Data Set (Source)	Data Set (Sink)	Linker	Distance Method	Distance Threshold	Time taken	Memory used	Setup comparisons	Total comparisons	Number of links	Number of matches	True Positives	False Positives	False Negatives	Min links quality	Max links quality	Average links quality	Min pairs quality	Max pairs quality	Average pairs quality	Min pairs completeness	Max pairs completeness	Average pairs completeness	Precision	Recall	F1 Measure	Shingle size	Number of bands	Band size	Blocking Method	Branching factor
Cora	Cora	LSH	Generic-Sigma-Levenshtein	246.00	4559	124838248	0	10627	5952	18479	5730	222	12749	0.33	1.00	1.00	0.07	1.00	0.96	0.01	0.33	0.13	0.96	0.31	0.47	2	10	10	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	247.00	4516	124976352	0	10627	5952	18479	5730	222	12749	0.33	1.00	1.00	0.07	1.00	0.96	0.01	0.33	0.13	0.96	0.31	0.47	2	10	10	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	248.00	4388	125445360	0	10627	5952	18479	5730	222	12749	0.33	1.00	1.00	0.07	1.00	0.96	0.01	0.33	0.13	0.96	0.31	0.47	2	10	10	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	249.00	4185	675479536	0	10627	5952	18479	5730	222	12749	0.33	1.00	1.00	0.07	1.00	0.96	0.01	0.33	0.13	0.96	0.31	0.47	2	10	10	NA	NA
Cora	Cora	LSH	Generic-Sigma-Levenshtein	250.00	4221	683327224	0	10627	5953	18479	5731	222	12748	0.33	1.00	1.00	0.07	1.00	0.96	0.01	0.33	0.13	0.96	0.31	0.47	2	10	10	NA	NA
Cora	Cora	MTree	Generic-Sigma-Levenshtein	0.00	27914	580445520	43416	409147	1670	18479	1668	2	16811	1.00	1.00	1.00	0.50	1.00	1.00	0.01	0.33	0.05	1.00	0.09	0.17	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	1.00	28816	64588816	43416	416899	1800	18479	1797	3	16682	1.00	1.00	1.00	0.50	1.00	1.00	0.01	0.33	0.05	1.00	0.10	0.18	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	2.00	29764	81026696	43416	424360	1867	18479	1860	7	16619	1.00	1.00	1.00	0.20	1.00	1.00	0.01	0.33	0.05	1.00	0.10	0.18	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	3.00	28842	64769696	43416	431794	1948	18479	1941	7	16538	1.00	1.00	1.00	0.20	1.00	1.00	0.01	0.33	0.06	1.00	0.11	0.19	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	4.00	32908	81644008	43416	439485	2041	18479	2034	7	16445	1.00	1.00	1.00	0.20	1.00	1.00	0.01	0.33	0.06	1.00	0.11	0.20	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	5.00	30902	81658192	43416	447017	2149	18479	2142	7	16337	1.00	1.00	1.00	0.20	1.00	1.00	0.01	0.33	0.06	1.00	0.12	0.21	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	6.00	28832	98494784	43416	454679	2276	18479	2268	8	16211	1.00	1.00	1.00	0.17	1.00	1.00	0.01	0.33	0.06	1.00	0.12	0.22	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	7.00	32321	98788872	43416	462132	2373	18479	2364	9	16115	1.00	1.00	1.00	0.14	1.00	1.00	0.01	0.33	0.06	1.00	0.13	0.23	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	8.00	31586	114993696	43416	469704	2451	18479	2442	9	16037	1.00	1.00	1.00	0.14	1.00	1.00	0.01	0.33	0.07	1.00	0.13	0.23	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	9.00	32482	131797184	43416	477279	2534	18479	2525	9	15954	1.00	1.00	1.00	0.14	1.00	1.00	0.01	0.33	0.07	1.00	0.14	0.24	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	10.00	33765	131782360	43416	484722	2633	18479	2624	9	15855	1.00	1.00	1.00	0.14	1.00	1.00	0.01	0.33	0.07	1.00	0.14	0.25	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	11.00	34490	164395448	43416	492080	2759	18479	2750	9	15729	1.00	1.00	1.00	0.14	1.00	1.00	0.01	0.33	0.07	1.00	0.15	0.26	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	12.00	32379	149040856	43416	499435	2842	18479	2833	9	15646	1.00	1.00	1.00	0.14	1.00	1.00	0.01	0.33	0.07	1.00	0.15	0.27	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	13.00	34238	165409672	43416	506866	2941	18479	2932	9	15547	1.00	1.00	1.00	0.14	1.00	1.00	0.01	0.33	0.08	1.00	0.16	0.27	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	14.00	36036	181081832	43416	514084	3076	18479	3067	9	15412	1.00	1.00	1.00	0.14	1.00	1.00	0.01	0.33	0.08	1.00	0.17	0.28	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	15.00	36332	182243736	43416	521370	3201	18479	3192	9	15287	1.00	1.00	1.00	0.14	1.00	1.00	0.01	0.33	0.08	1.00	0.17	0.29	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	16.00	35472	214760296	43416	528216	3311	18479	3302	9	15177	1.00	1.00	1.00	0.14	1.00	1.00	0.01	0.33	0.08	1.00	0.18	0.30	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	17.00	37431	214414040	43416	535597	3454	18479	3445	9	15034	1.00	1.00	1.00	0.14	1.00	1.00	0.01	0.33	0.09	1.00	0.19	0.31	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	18.00	35910	200300752	43416	542741	3587	18479	3578	9	14901	1.00	1.00	1.00	0.14	1.00	1.00	0.01	0.33	0.09	1.00	0.19	0.32	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	19.00	36492	231112768	43416	549984	3765	18479	3754	11	14725	1.00	1.00	1.00	0.11	1.00	1.00	0.01	0.33	0.09	1.00	0.20	0.34	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	20.00	36235	248683040	43416	557317	3928	18479	3916	12	14563	1.00	1.00	1.00	0.11	1.00	1.00	0.01	0.33	0.10	1.00	0.21	0.35	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	21.00	35280	234252088	43416	564633	4148	18479	4135	13	14344	1.00	1.00	1.00	0.11	1.00	0.99	0.01	0.33	0.10	1.00	0.22	0.37	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	22.00	38313	263419472	43416	571601	4250	18479	4237	13	14242	1.00	1.00	1.00	0.11	1.00	1.00	0.01	0.33	0.10	1.00	0.23	0.37	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	23.00	42801	277903384	43416	578658	4426	18479	4412	14	14067	1.00	1.00	1.00	0.10	1.00	0.99	0.01	0.33	0.10	1.00	0.24	0.39	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	24.00	36761	281056696	43416	585674	4584	18479	4569	15	13910	1.00	1.00	1.00	0.10	1.00	0.99	0.01	0.33	0.11	1.00	0.25	0.40	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	25.00	39347	281086448	43416	592892	4741	18479	4726	15	13753	1.00	1.00	1.00	0.10	1.00	0.99	0.01	0.33	0.11	1.00	0.26	0.41	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	26.00	40386	283046432	43416	599946	4902	18479	4886	16	13593	1.00	1.00	1.00	0.09	1.00	0.99	0.01	0.33	0.11	1.00	0.26	0.42	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	27.00	42900	297750488	43416	606906	5075	18479	5058	17	13421	1.00	1.00	1.00	0.09	1.00	0.99	0.01	0.33	0.12	1.00	0.27	0.43	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	28.00	41052	300866696	43416	614062	5260	18479	5241	19	13238	1.00	1.00	1.00	0.09	1.00	0.99	0.01	0.33	0.12	1.00	0.28	0.44	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	29.00	41462	315441656	43416	620861	5392	18479	5369	23	13110	1.00	1.00	1.00	0.09	1.00	0.99	0.01	0.33	0.12	1.00	0.29	0.45	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	30.00	41369	316665072	43416	627928	5598	18479	5574	24	12905	1.00	1.00	1.00	0.09	1.00	0.99	0.01	0.33	0.13	1.00	0.30	0.46	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	31.00	43612	346373872	43416	634750	5727	18479	5703	24	12776	1.00	1.00	1.00	0.09	1.00	0.99	0.01	0.33	0.13	1.00	0.31	0.47	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	32.00	42274	335851640	43416	641245	5821	18479	5794	27	12685	1.00	1.00	1.00	0.08	1.00	0.99	0.01	0.33	0.13	1.00	0.31	0.48	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	33.00	40019	364186960	43416	648103	5969	18479	5941	28	12538	1.00	1.00	1.00	0.08	1.00	0.99	0.01	0.33	0.13	1.00	0.32	0.49	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	34.00	43509	379602480	43416	655070	6137	18479	6106	31	12373	1.00	1.00	1.00	0.07	1.00	0.99	0.01	0.33	0.13	0.99	0.33	0.50	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	35.00	43703	367071432	43416	661876	6296	18479	6263	33	12216	1.00	1.00	1.00	0.07	1.00	0.99	0.01	0.33	0.14	0.99	0.34	0.51	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	36.00	45655	396228440	43416	668626	6465	18479	6420	45	12059	1.00	1.00	1.00	0.07	1.00	0.99	0.01	0.33	0.14	0.99	0.35	0.51	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	37.00	43712	397828256	43416	675197	6597	18479	6549	48	11930	1.00	1.00	1.00	0.07	1.00	0.99	0.01	0.33	0.14	0.99	0.35	0.52	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	38.00	45130	400760168	43416	681888	6753	18479	6701	52	11778	1.00	1.00	1.00	0.07	1.00	0.99	0.01	0.33	0.15	0.99	0.36	0.53	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	39.00	44898	402335768	43416	688311	6899	18479	6837	62	11642	1.00	1.00	1.00	0.07	1.00	0.98	0.01	0.33	0.15	0.99	0.37	0.54	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	40.00	43233	417543128	43416	694712	7029	18479	6959	70	11520	1.00	1.00	1.00	0.07	1.00	0.98	0.01	0.33	0.15	0.99	0.38	0.55	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	41.00	47064	431159368	43416	701268	7178	18479	7096	82	11383	1.00	1.00	1.00	0.07	1.00	0.98	0.01	0.33	0.15	0.99	0.38	0.55	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	42.00	46454	434347464	43416	707709	7302	18479	7204	98	11275	1.00	1.00	1.00	0.07	1.00	0.98	0.01	0.33	0.15	0.99	0.39	0.56	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	43.00	45875	447813632	43416	714371	7427	18479	7317	110	11162	1.00	1.00	1.00	0.07	1.00	0.98	0.01	0.33	0.16	0.99	0.40	0.56	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	44.00	47442	463990256	43416	721252	7550	18479	7436	114	11043	1.00	1.00	1.00	0.07	1.00	0.98	0.01	0.33	0.16	0.98	0.40	0.57	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	45.00	49030	451202440	43416	727896	7692	18479	7561	131	10918	1.00	1.00	1.00	0.07	1.00	0.98	0.01	0.33	0.16	0.98	0.41	0.58	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	46.00	52760	468003136	43416	734288	7821	18479	7671	150	10808	1.00	1.00	1.00	0.07	1.00	0.97	0.01	0.33	0.16	0.98	0.42	0.58	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	47.00	47421	468002368	43416	740591	7937	18479	7782	155	10697	1.00	1.00	1.00	0.07	1.00	0.97	0.01	0.33	0.17	0.98	0.42	0.59	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	48.00	48010	484848464	43416	747284	8082	18479	7919	163	10560	1.00	1.00	1.00	0.07	1.00	0.97	0.01	0.33	0.17	0.98	0.43	0.60	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	49.00	49113	512452104	43416	753525	8202	18479	8028	174	10451	1.00	1.00	1.00	0.07	1.00	0.97	0.01	0.33	0.17	0.98	0.43	0.60	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	50.00	51534	514574048	43416	760050	8335	18479	8142	193	10337	1.00	1.00	1.00	0.06	1.00	0.97	0.01	0.33	0.17	0.98	0.44	0.61	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	51.00	48991	516376256	43416	766618	8477	18479	8257	220	10222	1.00	1.00	1.00	0.06	1.00	0.97	0.01	0.33	0.18	0.97	0.45	0.61	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	52.00	50479	518462248	43416	773507	8639	18479	8390	249	10089	1.00	1.00	1.00	0.06	1.00	0.96	0.01	0.33	0.18	0.97	0.45	0.62	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	53.00	52985	535299760	43416	780192	8790	18479	8518	272	9961	1.00	1.00	1.00	0.06	1.00	0.96	0.01	0.33	0.18	0.97	0.46	0.62	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	54.00	53265	533181536	43416	786746	8942	18479	8630	312	9849	1.00	1.00	1.00	0.06	1.00	0.96	0.01	0.33	0.18	0.97	0.47	0.63	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	55.00	55014	552139288	43416	793535	9111	18479	8752	359	9727	1.00	1.00	1.00	0.04	1.00	0.96	0.01	0.33	0.18	0.96	0.47	0.63	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	56.00	53903	562326120	43416	800409	9259	18479	8847	412	9632	1.00	1.00	1.00	0.04	1.00	0.95	0.01	0.33	0.19	0.96	0.48	0.64	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	57.00	51439	580976944	43416	807184	9465	18479	8998	467	9481	1.00	1.00	1.00	0.04	1.00	0.95	0.01	0.33	0.19	0.95	0.49	0.64	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	58.00	53350	568971784	43416	814011	9615	18479	9109	506	9370	1.00	1.00	1.00	0.04	1.00	0.95	0.01	0.33	0.19	0.95	0.49	0.65	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	59.00	56583	595514272	43416	820834	9766	18479	9186	580	9293	1.00	1.00	1.00	0.04	1.00	0.94	0.01	0.33	0.19	0.94	0.50	0.65	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	60.00	53409	585743904	43416	828048	9947	18479	9292	655	9187	1.00	1.00	1.00	0.04	1.00	0.94	0.01	0.33	0.20	0.93	0.50	0.65	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	61.00	56244	623498584	43416	835240	10202	18479	9420	782	9059	1.00	1.00	1.00	0.04	1.00	0.93	0.01	0.33	0.20	0.92	0.51	0.66	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	62.00	56960	619349008	43416	842501	10451	18479	9568	883	8911	1.00	1.00	1.00	0.04	1.00	0.93	0.01	0.33	0.20	0.92	0.52	0.66	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	63.00	54083	630441792	43416	849655	10674	18479	9703	971	8776	1.00	1.00	1.00	0.03	1.00	0.93	0.01	0.33	0.20	0.91	0.53	0.67	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	64.00	59009	648019400	43416	857094	10875	18479	9807	1068	8672	1.00	1.00	1.00	0.03	1.00	0.92	0.01	0.33	0.20	0.90	0.53	0.67	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	65.00	53396	624092360	43416	864272	11081	18479	9904	1177	8575	1.00	1.00	1.00	0.02	1.00	0.92	0.01	0.33	0.21	0.89	0.54	0.67	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	66.00	57288	655680496	43416	872004	11341	18479	10009	1332	8470	1.00	1.00	1.00	0.02	1.00	0.91	0.01	0.33	0.21	0.88	0.54	0.67	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	67.00	57254	655322200	43416	879491	11617	18479	10129	1488	8350	1.00	1.00	1.00	0.02	1.00	0.91	0.01	0.33	0.21	0.87	0.55	0.67	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	68.00	59407	692254560	43416	887351	11868	18479	10241	1627	8238	1.00	1.00	1.00	0.02	1.00	0.90	0.01	0.33	0.21	0.86	0.55	0.67	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	69.00	58546	686690064	43416	894943	12189	18479	10383	1806	8096	1.00	1.00	1.00	0.02	1.00	0.90	0.01	0.33	0.21	0.85	0.56	0.68	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	70.00	57771	698097408	43416	902693	12474	18479	10488	1986	7991	1.00	1.00	1.00	0.02	1.00	0.89	0.01	0.33	0.22	0.84	0.57	0.68	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	71.00	59454	703570112	43416	910808	12782	18479	10621	2161	7858	1.00	1.00	1.00	0.02	1.00	0.88	0.01	0.33	0.22	0.83	0.57	0.68	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	72.00	60092	720348352	43416	918744	13090	18479	10720	2370	7759	1.00	1.00	1.00	0.01	1.00	0.88	0.01	0.33	0.22	0.82	0.58	0.68	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	73.00	60862	720400160	43416	927173	13514	18479	10848	2666	7631	1.00	1.00	1.00	0.01	1.00	0.87	0.01	0.33	0.22	0.80	0.59	0.68	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	74.00	64852	737200096	43416	935625	14015	18479	10989	3026	7490	1.00	1.00	1.00	0.01	1.00	0.86	0.01	0.33	0.23	0.78	0.59	0.68	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	75.00	60565	761767024	43416	944424	14533	18479	11122	3411	7357	1.00	1.00	1.00	0.01	1.00	0.85	0.01	0.33	0.23	0.77	0.60	0.67	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	76.00	64311	760034280	43416	953031	15044	18479	11225	3819	7254	1.00	1.00	1.00	0.01	1.00	0.84	0.01	0.33	0.23	0.75	0.61	0.67	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	77.00	60518	784530520	43416	961841	15541	18479	11321	4220	7158	1.00	1.00	1.00	0.01	1.00	0.83	0.01	0.33	0.23	0.73	0.61	0.67	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	78.00	66372	801332944	43416	970690	16059	18479	11433	4626	7046	1.00	1.00	1.00	0.01	1.00	0.82	0.01	0.33	0.23	0.71	0.62	0.66	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	79.00	62922	815167280	43416	979465	16596	18479	11555	5041	6924	1.00	1.00	1.00	0.01	1.00	0.81	0.01	0.33	0.23	0.70	0.63	0.66	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	80.00	62036	804787808	43416	988629	17184	18479	11681	5503	6798	1.00	1.00	1.00	0.01	1.00	0.80	0.01	0.33	0.24	0.68	0.63	0.66	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	81.00	64411	821669632	43416	997902	17821	18479	11783	6038	6696	1.00	1.00	1.00	0.01	1.00	0.80	0.01	0.33	0.24	0.66	0.64	0.65	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	82.00	67226	848705936	43416	1007651	18529	18479	11905	6624	6574	1.00	1.00	1.00	0.01	1.00	0.79	0.01	0.33	0.24	0.64	0.64	0.64	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	83.00	61319	866734080	43416	1017574	19325	18479	12013	7312	6466	1.00	1.00	1.00	0.01	1.00	0.78	0.01	0.33	0.24	0.62	0.65	0.64	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	84.00	66273	344914720	43416	1027733	20067	18479	12115	7952	6364	1.00	1.00	1.00	0.01	1.00	0.77	0.01	0.33	0.24	0.60	0.66	0.63	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	85.00	63786	899013752	43416	1038734	20972	18479	12237	8735	6242	1.00	1.00	1.00	0.01	1.00	0.76	0.01	0.33	0.25	0.58	0.66	0.62	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	86.00	68934	892559288	43416	1049771	21918	18479	12329	9589	6150	1.00	1.00	1.00	0.01	1.00	0.75	0.01	0.33	0.25	0.56	0.67	0.61	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	87.00	65304	919159320	43416	1061383	22947	18479	12428	10519	6051	1.00	1.00	1.00	0.01	1.00	0.74	0.01	0.33	0.25	0.54	0.67	0.60	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	88.00	67290	932576992	43416	1072897	23881	18479	12549	11332	5930	1.00	1.00	1.00	0.01	1.00	0.73	0.01	0.33	0.25	0.53	0.68	0.59	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	89.00	65997	940013448	43416	1084155	24883	18479	12643	12240	5836	1.00	1.00	1.00	0.01	1.00	0.72	0.01	0.33	0.25	0.51	0.68	0.58	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	90.00	70276	966096168	43416	1095998	26026	18479	12761	13265	5718	1.00	1.00	1.00	0.01	1.00	0.71	0.01	0.33	0.25	0.49	0.69	0.57	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	91.00	69103	986428440	43416	1108153	27198	18479	12851	14347	5628	1.00	1.00	1.00	0.01	1.00	0.70	0.01	0.33	0.26	0.47	0.70	0.56	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	92.00	68123	1011891872	43416	1120215	28318	18479	12934	15384	5545	1.00	1.00	1.00	0.01	1.00	0.69	0.01	0.33	0.26	0.46	0.70	0.55	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	93.00	69452	1007616392	43416	1132537	29547	18479	13013	16534	5466	1.00	1.00	1.00	0.00	1.00	0.68	0.01	0.33	0.26	0.44	0.70	0.54	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	94.00	72647	1049663840	43416	1144913	30724	18479	13086	17638	5393	1.00	1.00	1.00	0.00	1.00	0.67	0.01	0.33	0.26	0.43	0.71	0.53	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	95.00	71568	1041346344	43416	1158011	31990	18479	13171	18819	5308	1.00	1.00	1.00	0.00	1.00	0.66	0.01	0.33	0.26	0.41	0.71	0.52	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	96.00	76745	1075022216	43416	1171280	33361	18479	13271	20090	5208	1.00	1.00	1.00	0.00	1.00	0.65	0.01	0.33	0.26	0.40	0.72	0.51	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	97.00	74536	1079011080	43416	1185306	34987	18479	13368	21619	5111	1.00	1.00	1.00	0.00	1.00	0.64	0.01	0.33	0.26	0.38	0.72	0.50	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	98.00	74103	1107148880	43416	1199287	36568	18479	13473	23095	5006	1.00	1.00	1.00	0.00	1.00	0.63	0.01	0.33	0.27	0.37	0.73	0.49	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	99.00	77248	100552104	43416	1212648	38022	18479	13576	24446	4903	1.00	1.00	1.00	0.00	1.00	0.62	0.01	0.33	0.27	0.36	0.73	0.48	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	100.00	79392	99558608	43416	1226337	39616	18479	13667	25949	4812	1.00	1.00	1.00	0.00	1.00	0.61	0.01	0.33	0.27	0.34	0.74	0.47	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	101.00	79023	118388064	43416	1240402	41225	18479	13776	27449	4703	1.00	1.00	1.00	0.00	1.00	0.60	0.01	0.33	0.27	0.33	0.75	0.46	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	102.00	77201	155653400	43416	1255564	43050	18479	13867	29183	4612	1.00	1.00	1.00	0.00	1.00	0.59	0.01	0.33	0.27	0.32	0.75	0.45	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	103.00	79162	170524872	43416	1270481	44852	18479	13958	30894	4521	1.00	1.00	1.00	0.00	1.00	0.58	0.01	0.33	0.27	0.31	0.76	0.44	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	104.00	78386	175725744	43416	1286312	46859	18479	14052	32807	4427	1.00	1.00	1.00	0.00	1.00	0.57	0.01	0.33	0.28	0.30	0.76	0.43	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	105.00	85010	229917864	43416	1302109	48814	18479	14116	34698	4363	1.00	1.00	1.00	0.00	1.00	0.56	0.01	0.33	0.28	0.29	0.76	0.42	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	106.00	80180	249164440	43416	1318217	50808	18479	14173	36635	4306	1.00	1.00	1.00	0.00	1.00	0.54	0.01	0.33	0.28	0.28	0.77	0.41	NA	NA	NA	NA	10
Cora	Cora	MTree	Generic-Sigma-Levenshtein	107.00	84991	285259760	43416	1334838	53031	18479	14260	38771	4219	1.00	1.00	1.00	0.00	1.00	0.53	0.01	0.33	0.28	0.27	0.77	0.40	NA	NA	NA	NA	10
